id	title	title_source	title_uri	ccodes	matches	names	types	aat_types	parent_name	parent_id	lon	lat	geowkt	geo_source	geo_id	start	end
13883	Plymouth			GB													
13868	Glasgow			GB													
13861	Wales																
13862	Cape Breton Island																
13863	Virginia			US													
13864	Dundee			GB													
13865	Edinburgh			GB													
13866	Genoa			IT													
13867	Georgia			US													
13869	Grenada																
13870	Halifax			GB													
13871	Jamaica																
13872	London			GB													
13873	Mediterranean Sea																
13874	Montserrat																
13875	Mosquito Coast																
13876	St. Kitts and Nevis																
13877	New York			US													
13878	Nice			FR													
13879	Norwich			GB													
13880	Nottingham			GB													
13881	Paisley			GB													
13882	Philadelphia			US													
13884	Shetland Islands																
13885	Sierra Leone																
13886	Smyrna			TR													
13888	Bahamas																
13889	Bristol			GB													
13890	Cadiz			ES													
84374	Glasgow			GB	gn:2648579;loc:n81039926;viaf:131865526;wd:Q4093;dbp:Glasgow;tgn:7017283		inhabited places				-4.25	55.833333	POINT (-4.25 55.833333)		tgn:7017283		
80977	'Allaqi, Wadi el-			EG		'Allaqi, Wadi el-	river									-2040	-1640
80978	'Anakena			CL	dbp:Anakena	'Anakena	inhabited places				-109.323	-27.0739	POINT (-109.323 -27.0739)		dbp:Anakena	300	1680
80979	A Shau			VN		A Shau	inhabited places				107.2125	16.259305555	POINT (107.2125 16.259305555)		wd:Q4073426	1946	1989
80980	Aachen			DE	dbp:Aachen;wd:Q1017;viaf:124330404;tgn:7004799;gn:3247449;loc:n80046295	Aachen;Aquae Grani;Aquisgranum	inhabited places				6.105278	50.770833	POINT (6.105278 50.770833)		tgn:7004799	1400	1500
80981	Aarhus			DK	dbp:Aarhus;tgn:7003442;wd:Q25319;viaf:127775153;gn:2624652	Aarhus	inhabited places				10.2107	56.1572	POINT (10.2107 56.1572)		dbp:Aarhus	800	1000
80982	Abadan			IR	dbp:Abadan,_Iran;tgn:7002235;wd:Q63049;viaf:159458578;gn:145459;loc:n81097924	Abadan	oil terminal				48.3042	30.3392	POINT (48.3042 30.3392)		dbp:Abadan,_Iran	1900	2005
80983	Abaj Takalik			MX	dbp:Takalik_Abaj	Abaj Takalik	inhabited places				-91.7361	14.6458	POINT (-91.73609999999999 14.6458)		dbp:Takalik_Abaj	-1200	-200
80984	Abancay			PE	dbp:Abancay;tgn:1024345;wd:Q215238;viaf:155939899;gn:3948642;loc:n80110476	Abancay	inhabited places				-72.8833	-13.6333	POINT (-72.88330000000001 -13.6333)		dbp:Abancay	1525	1525
80985	Abbasid Caliphate				dbp:Abbasid_Caliphate	Abbasid Caliphate	nation									800	1200
80986	Abbeville			FR	viaf:71144814351123316648;gn:6455375;loc:n81150065;dbp:Abbeville	Abbeville	inhabited places				1.8358	50.1058	POINT (1.8358 50.1058)		dbp:Abbeville	1400	1493
80987	Abdera			GR	wd:Q188615;gn:736675;tgn:7234254	Abdera	inhabited places				24.97326	40.933684	POINT (24.97326 40.933684)		tgn:7234254	-700	-300
80988	Abenaki				dbp:Abenaki	Abenaki	cultural group									1600	1750
80989	Abensberg			DE	dbp:Abensberg;tgn:1038106	Abensberg	inhabited places				11.85	48.8	POINT (11.85 48.8)		dbp:Abensberg	1794	1815
80990	Aberdeen			GB	dbp:Aberdeen;wd:Q36405;viaf:157104604;tgn:7009782;gn:2657832;loc:n80079501	Aberdeen;Devana	inhabited places				-2.11	57.1526	POINT (-2.11 57.1526)		dbp:Aberdeen	1200	1400
80991	Aberystwyth			GB	dbp:Aberystwyth;wd:Q213154;viaf:148932214;gn:2657782;loc:n81055395;tgn:7008841	Aberystwyth	inhabited places				-4.081	52.414	POINT (-4.081 52.414)		dbp:Aberystwyth	1200	1400
80992	Abeshr			TD	wd:Q242587;viaf:133706282;gn:245785;loc:n81139945;dbp:Abéché;tgn:1088450	Abeshr;Abéché	inhabited places				20.8167	13.8167	POINT (20.8167 13.8167)		tgn:1088450	500	1500
80993	Abhiras				dbp:Abhira_Kingdom	Abhiras	dynasty									-3100	-3100
80994	Abhisara					Abhisara	nation										
80995	Abidjan			CI	dbp:Abidjan;wd:Q1515;viaf:155863050;tgn:1090300;gn:2293538	Abidjan	inhabited places				-4.03333	5.31667	POINT (-4.03333 5.31667)		dbp:Abidjan	2004	2004
80996	Abina			IN		Abina	inhabited places									600	1000
80997	Abitibi				tgn:1120927	Abitibi	cultural group				-80.9167	51.05	POINT (-80.91670000000001 51.05)		tgn:1120927	700	1500
80998	Abkhazia				dbp:Abkhazia;wd:Q31354462;tgn:7012217	Abkhazia	region				40.9833	43	POINT (40.9833 43)		dbp:Abkhazia	1985	2005
80999	Abo			FI		Abo	inhabited places									1500	1595
81000	Abodrites				dbp:Obotrites	Abodrites	cultural group									750	850
81001	Aboriginal Hunter-Gatherers of Australia			AU		Aboriginal Hunter-Gatherers of Australia	cultural group									-5000	-2500
81002	Abu Dhabi			AE	dbp:Abu_Dhabi;wd:Q1519;viaf:136057444;gn:292968;loc:n81147502	Abu Dhabi	inhabited places				54.3667	24.4667	POINT (54.3667 24.4667)		dbp:Abu_Dhabi	1800	1932
81003	Abu Dulaf			IQ		Abu Dulaf	inhabited places									836	892
81004	Abu Hureyra			SY	dbp:Tell_Abu_Hureyra;wd:Q1754526	Abu Hureyra	inhabited places				38.4	35.8667	POINT (38.4 35.8667)		wd:Q1754526	-10000	-5000
81005	Abu Rawash			EG	dbp:Abu_Rawash;wd:Q335278;gn:362239	Abu Rawash	inhabited places				31.075	30.0319	POINT (31.075 30.0319)		dbp:Abu_Rawash	-2575	-2134
81006	Abu Salabikh			IQ	dbp:Abu_Salabikh;wd:Q195128	Abu Salabikh	inhabited places				45.083333	32.266667	POINT (45.083333 32.266667)		wd:Q195128	-4300	-2300
81007	Abu Simbel			EG	dbp:Abu_Simbel_temples;wd:Q6655437;gn:362041;loc:n79139507;wd:Q134140;gn:362040	Abu Simbel	prehistoric site				31.625555555	22.336944444	POINT (31.625555555 22.336944444)		wd:Q6655437	-10000	-500
81008	Abuja				dbp:Abuja	Abuja	nation				7.48333	9.06667	POINT (7.48333 9.06667)		dbp:Abuja	1800	1850
81009	Abusir			EG	dbp:Abusir;wd:Q335383;gn:362066;loc:n78064394;tgn:7000984	Abusir	inhabited places				31.2	29.9	POINT (31.2 29.9)		dbp:Abusir	-5000	-3000
81010	Abydos			EG	wd:Q192268;gn:361885;loc:sh91004865;tgn:6000031	Abydos	inhabited places				31.908089	26.189547	POINT (31.908089 26.189547)		tgn:6000031	-5000	-3000
81011	Abydos			TR	wd:Q336446;gn:11395741;tgn:6000030	Abydos	nation;inhabited places				26.412707	40.155523	POINT (26.412707 40.155523)		tgn:6000030	-454	-428
81012	Abyssinia				dbp:Ethiopia;tgn:7000489	Abyssinia;Ethiopia	nation				38	9.01667	POINT (38 9.01667)		dbp:Ethiopia	1800	1932
81013	Acachinamco			MX		Acachinamco	inhabited places									1200	1600
81014	Acadia				dbp:Nova_Scotia;wd:Q1952;viaf:132442906;gn:6091530;loc:n79089337	Acadia;Nova Scotia	region				-63	45	POINT (-63 45)		dbp:Nova_Scotia	1600	1700
81015	Acalbixca			MX		Acalbixca;Santa Cruz Acalpixca	inhabited places									1200	1600
81016	Acancéh			MX	wd:Q8186545;gn:3533472;tgn:6000034	Acancéh;Acanceh	inhabited places				-89.45	20.816667	POINT (-89.45 20.816667)		tgn:6000034	200	800
81017	Acanthus			GR	wd:Q181109;gn:736130	Acanthus	nation;inhabited places				23.87833333	40.39833333	POINT (23.87833333 40.39833333)		wd:Q181109	-454	-428
81018	Acapulco			MX	dbp:Acapulco;wd:Q81398;gn:3533462;loc:n79145195	Acapulco	inhabited places				-99.8825	16.8636	POINT (-99.88249999999999 16.8636)		dbp:Acapulco	1492	1597
81019	Acarnania			GR	dbp:Acarnania;wd:Q416070	Acarnania	nation				21.0833	38.75	POINT (21.0833 38.75)		dbp:Acarnania	-200	-100
81020	Acarí			PE	dbp:Acarí;tgn:1120937;wd:Q25247498;gn:3948613;loc:n81130659	Acarí;Acari	inhabited places				-74.6167	-15.4333	POINT (-74.61669999999999 -15.4333)		dbp:Acarí	1525	1525
81021	Acatitla			MX		Acatitla	inhabited places									1200	1600
81022	Acatlan			MX		Acatlan	inhabited places									100	1200
81023	Acayocan			MX		Acayocan	inhabited places									1200	1600
81024	Acco			IL	tgn:7001354;wd:Q126084;viaf:145953669;gn:295721;loc:n80001043	Acco;'Akko Bibl. Accho;Ptolemais	inhabited places				35.0667	32.9167	POINT (35.0667 32.9167)		tgn:7001354	-1550	-1070
81025	Accra			GH	dbp:Accra;tgn:7016412;wd:Q3761;viaf:140706459;gn:2306104;loc:n79059515	Accra	inhabited places				-0.187	5.6037	POINT (-0.187 5.6037)		wd:Q3761	1880	1910
81026	Acemhüyük			TR		Acemhüyük;Acemhuyuk	inhabited places									-1250	-1250
81027	Achaean League			GR	dbp:Achaean_League	Achaean League	nation									-500	-250
81028	Achaia			GR		Achaia	inhabited places									-431	-404
81029	Achalapura			IN		Achalapura	inhabited places									550	1206
81030	Achin			ID	dbp:Aceh;tgn:7016479	Achin;Aceh	inhabited places				97	4	POINT (97 4)		tgn:7016479	1550	1800
81031	Acolapissa				dbp:Acolapissa	Acolapissa	cultural group									1600	1750
81032	Acolhuacan				dbp:Acolhuacan	Acolhuacan	nation									1200	1600
81033	Acoma				dplace:J161	Acoma	cultural group									1600	1750
81034	Acragas			IT	tgn:7003808;wd:Q3607380	Acragas	inhabited places				13.566667	37.316667	POINT (13.566667 37.316667)		tgn:7003808	-700	-300
81035	Acre			IL	dbp:Acre,_Israel;tgn:7001354;wd:Q126084;viaf:145953669;gn:295721;loc:n80001043	Acre;'Akko	inhabited places				35.0667	32.9167	POINT (35.0667 32.9167)		tgn:7001354	1169	1193
81036	Acre					Acre	nation									1830	1930
81037	Acropolis			GR	wd:Q131013;viaf:315145625;gn:7729741;loc:sh85000668	Acropolis	religious structure				23.726738	37.971851	POINT (23.726738 37.971851)		wd:Q131013	-600	200
81038	Acrothool			GR		Acrothool	nation										
81039	Actaeon Islands					Actaeon Islands	island group									1500	1800
81040	Actium			GR	dbp:Actium;tgn:7010713	Actium	inhabited places				20.768	38.953	POINT (20.768 38.953)		dbp:Actium	-250	1
81041	Acton			US	wd:Q33420316;gn:4956462;loc:n84007034	Acton	inhabited places				-70.909722222	43.534166666	POINT (-70.909722222 43.534166666)		wd:Q33420316	1783	1905
81042	Adab			IQ	tgn:7002486	Adab	inhabited places				45.75	31.9833	POINT (45.75 31.9833)		tgn:7002486	-4300	-2300
81043	Adal				tgn:6000047	Adal	nation				46.1	10.17	POINT (46.1 10.17)		tgn:6000047	500	1500
81044	Adalia			TR	dbp:Antalya;tgn:7002378;wd:Q6487;viaf:137253070;gn:323777;loc:n79063609	Adalia;Antalya;Attaleia	inhabited places				30.6833	36.9	POINT (30.6833 36.9)		dbp:Antalya	1918	1923
81045	Adamawa				wd:Q351514;tgn:7594566;gn:2236015	Adamawa	region				13.5	6.5	POINT (13.5 6.5)		tgn:7594566	1800	1900
81046	Adamawa Highlands				dbp:Adamawa_Plateau	Adamawa Highlands	mountain range				14.0833	9.8	POINT (14.0833 9.800000000000001)		dbp:Adamawa_Plateau	1200	1450
81047	Adamello			IT	dbp:Mount_Adamello;wd:Q351582;gn:3183478	Adamello	mountain				10.4964	46.1561	POINT (10.4964 46.1561)		dbp:Mount_Adamello	1915	1918
81048	Adana			TR	dbp:Adana;wd:Q38545;viaf:136070047;gn:325363;loc:n82161145	Adana	inhabited places				35.3213	37	POINT (35.3213 37)		dbp:Adana	1918	1923
81049	Adare, Cape			AQ	dbp:Cape_Adare	Adare, Cape	headland				170.233	-71.2833	POINT (170.233 -71.2833)		dbp:Cape_Adare	1819	1916
81050	Addis Ababa			ET	dbp:Addis_Ababa;wd:Q3624;viaf:141880939;gn:344979;loc:n79061184	Addis Ababa	inhabited places				38.74	9.03	POINT (38.74 9.029999999999999)		dbp:Addis_Ababa	1880	1910
81051	Adelaide			AU	dbp:Adelaide;tgn:7001904;wd:Q1094063;gn:7839644	Adelaide	inhabited places				138.601	34.929	POINT (138.601 34.929)		dbp:Adelaide	1780	1880
81052	Adelong			AU	dbp:Adelong,_New_South_Wales	Adelong	gold mine				148.05	35.3	POINT (148.05 35.3)		dbp:Adelong,_New_South_Wales	1850	1890
81053	Aden			YE	dbp:Aden;wd:Q131694;viaf:148107086;gn:415189;loc:n82055269;tgn:7003881	Aden	inhabited places				45.0333	12.8	POINT (45.0333 12.8)		dbp:Aden	-200	400
81054	Aden Protectorate				dbp:Aden_Protectorate	Aden Protectorate	possession;nation									1800	1932
81055	Aden, Gulf of				dbp:Gulf_of_Aden	Aden, Gulf of	gulf				48	12	POINT (48 12)		dbp:Gulf_of_Aden	-10000	-500
81056	Adena			US		Adena	inhabited places									-3000	-400
81057	Adena			US		Adena	burial mound									-700	-400
81058	Adena Park			US		Adena Park	burial mound									-700	-400
81059	Adena/Hopewell Culture					Adena/Hopewell Culture	cultural group									-500	-250
81060	Adige			IT	dbp:Adige	Adige	inhabited places									1915	1918
81061	Admiralty Islands				dbp:Admiralty_Islands;wd:Q119230;viaf:235532362;gn:2101359;loc:sh91005509	Admiralty Islands	island group				146.95	-2.08333	POINT (146.95 -2.08333)		dbp:Admiralty_Islands	-6000	1000
81062	Adobe Walls			US	wd:Q360448	Adobe Walls	inhabited places				-101.158056	35.889722	POINT (-101.158056 35.889722)		wd:Q360448	1783	1905
81063	Adrar Bous			NE		Adrar Bous	inhabited places									-10000	-500
81064	Adrar Tioueïne			DZ		Adrar Tioueïne;Adrar Tioueine	inhabited places									-10000	-500
81065	Adrianople			TR	wd:Q43387;viaf:79145542394996640907;gn:747712;loc:n83145638;dbp:Edirne;tgn:7002317	Adrianople;Adrianopolis;Edirne;Hadrianopolis	religious division;inhabited places				26.558665	41.675745	POINT (26.558665 41.675745)		tgn:7002317	500	500
81093	Agadez			NE	dbp:Agadez;wd:Q320049;viaf:247187555;tgn:7000475;gn:2448085	Agadez	inhabited places				7.983333333	16.966666666	POINT (7.983333333 16.966666666)		wd:Q320049	1880	1910
81094	Agadir			MA	wd:Q170525;viaf:151258370;gn:2561668;loc:n79078774;dbp:Agadir;tgn:1091336	Agadir	inhabited places				-9.592	30.425	POINT (-9.592000000000001 30.425)		tgn:1091336	1768	1880
81095	Agartala			IN	wd:Q170454;viaf:147758235;gn:1279290;loc:n81095633;dbp:Agartala;tgn:1074362	Agartala	inhabited places				91.279386	23.836049	POINT (91.279386 23.836049)		tgn:1074362	1947	2000
81066	Adrianopolis			TR	wd:Q43387;viaf:79145542394996640907;gn:747712;loc:n83145638;dbp:Edirne;tgn:7002317	Adrianopolis	inhabited places				26.558665	41.675745	POINT (26.558665 41.675745)		tgn:7002317	300	500
81067	Adulis			ER	dbp:Adulis;wd:Q378940;viaf:243906891;tgn:7016790	Adulis	nation;inhabited places				39.682767	15.27102	POINT (39.682767 15.27102)		tgn:7016790	-200	400
81068	Adventure Bay			AU	wd:Q21922661;gn:2178254	Adventure Bay	bay				147.34	-43.31	POINT (147.34 -43.31)		wd:Q21922661	1500	1800
81069	Adwuku			GH		Adwuku	inhabited places									-10000	-500
81070	Adygeya				wd:Q3734;viaf:141541386;gn:584222;loc:n93089044;dbp:Adygea	Adygeya	region				40	44.65	POINT (40 44.65)		dbp:Adygea	1985	2005
81071	Adélie, Terre			AQ		Adélie, Terre;Adelie, Terre	region									1819	1916
81072	Aegae			GR	wd:Q213916;viaf:151329524;gn:733901;loc:n85041177	Aegae	inhabited places				22.315555555	40.487222222	POINT (22.315555555 40.487222222)		wd:Q213916	-360	-320
81073	Aegates			IT	wd:Q109576;viaf:315528115;gn:2524824	Aegates;Isole Egadí	inhabited places				12.2	37.966666666	POINT (12.2 37.966666666)		wd:Q109576	-264	-201
81074	Aegean Sea			TR;GR	dbp:Aegean_Sea	Aegean Sea	sea				22.95	39	POINT (22.95 39)		dbp:Aegean_Sea	-454	-428
81075	Aegina			GR	dbp:Aegina;wd:Q3720429;gn:265502;loc:n97008802;tgn:7011087	Aegina	nation;inhabited places				23.4275	37.746667	POINT (23.4275 37.746667)		tgn:7011087	-454	-428
81076	Aegospotami			TR	dbp:Aegospotami	Aegospotami	inhabited places				26.6308	40.3641	POINT (26.6308 40.3641)		dbp:Aegospotami	-431	-404
81077	Aegyptus					Aegyptus	province									-51	150
81078	Aelana			JO	wd:Q180522;viaf:140716891;gn:250774;loc:n80064933;dbp:Aqaba;tgn:7002391	Aelana	inhabited places				35	29.5167	POINT (35 29.5167)		tgn:7002391	-500	1
81079	Aenea			GR		Aenea	inhabited places									-454	-428
81080	Aequí			IT	wd:Q381053	Aequí;Aequi	cultural group				13.19543	42.186832	POINT (13.19543 42.186832)		wd:Q381053	-240	-240
81081	Aesernia			IT	wd:Q13450;viaf:143053082;gn:6540113;loc:n79046629;dbp:Isernia;tgn:7004058	Aesernia;Isernia	inhabited places				14.233333	41.6	POINT (14.233333 41.6)		tgn:7004058	-240	-240
81082	Aethiopia				wd:Q115;viaf:251202783;tgn:7000489;gn:337996;loc:n79081279;dbp:Aethiopia	Aethiopia	region				40.0	9.0	POINT (40 9)		wd:Q115	-200	400
81083	Aetolla			GR		Aetolla	region									-360	-320
81084	Afalou Bou Rhummel			DZ		Afalou Bou Rhummel	inhabited places									-120000	-10000
81085	Afars and Issas, French Territory of the					Afars and Issas, French Territory of the	nation									1950	1975
81086	Afghanistan				dbp:Afghanistan;wd:Q889;viaf:138292433;tgn:7016612;gn:1149361;loc:n79063030	Afghanistan	region;nation				65	33	POINT (65 33)		tgn:7016612	1945	1995
81087	Afikpo			NG	dbp:Afikpo;wd:Q4689247;gn:2352250;loc:n98004563;dplace:Af23;tgn:1091834	Afikpo	inhabited places				7.547578	5.893946	POINT (7.547578 5.893946)		tgn:1091834	-10000	-500
81088	Africa Nova				wd:Q181238;viaf:151404673;gn:8354636;loc:n90722599;dbp:Numidia	Africa Nova	province				12.74	31.8	POINT (12.74 31.8)		wd:Q181238	-500	1
81089	Africa, Exarchate of					Africa, Exarchate of	nation									550	750
81090	Africa, Horn of					Africa, Horn of	region									1400	1860
81091	Afuddo			SD	dbp:Nimule	Afuddo;Nimule	inhabited places				32.0636	3.59611	POINT (32.0636 3.59611)		dbp:Nimule	1768	1880
81092	Afyeh			EG		Afyeh	prehistoric site									-10000	-500
81096	Agathe			FR	wd:Q191396;viaf:142042370;gn:3038638;dbp:Agde;tgn:7008816	Agathe;Agde	inhabited places				3.47534	43.310991	POINT (3.47534 43.310991)		tgn:7008816	-700	-300
81097	Aggassiz, Lake					Aggassiz, Lake	lake									-120000	-10000
81098	Agincourt			FR	wd:Q188495;gn:6640007;loc:sh85002200	Agincourt	inhabited places				2.141388888	50.463333333	POINT (2.141388888 50.463333333)		wd:Q188495	1400	1493
81099	Aginsky Buryat AD			RU		Aginsky Buryat AD	autonomous region									1985	2005
81100	Agordat			ER	wd:Q395433;gn:344426;dbp:Agordat;tgn:1089697	Agordat	prehistoric site				37.9167	15.5833	POINT (37.9167 15.5833)		tgn:1089697	-10000	-500
81101	Agra			IN	wd:Q42941;viaf:153574610;gn:1279259;dbp:Agra	Agra	inhabited places				78.02	27.18	POINT (78.02 27.18)		dbp:Agra	1765	1765
81102	Agra				dbp:Agra	Agra	nation				78.02	27.18	POINT (78.02 27.18)		dbp:Agra	1526	1707
81103	Agri Decumates				dbp:Agri_Decumates	Agri Decumates	region									240	395
81104	Agrigentum			IT	wd:Q13678;viaf:152460676;gn:6541860;loc:n82005892;dbp:Agrigento;tgn:7003808;whg:81034	Agrigentum;Agrigento	inhabited places				13.566667	37.316667	POINT (13.566667 37.316667)		tgn:7003808	-264	-201
81105	Aguascalientes			MX	wd:Q200805;viaf:155976947;gn:4019233;loc:n83129093;dbp:Aguascalientes	Aguascalientes	inhabited places				-102.35	22.0167	POINT (-102.35 22.0167)		dbp:Aguascalientes	1910	1917
81106	Agulhas, Cape			ZA	dbp:Cape_Agulhas	Agulhas, Cape	headland				20.0025	-34.8333	POINT (20.0025 -34.8333)		dbp:Cape_Agulhas	1854	1914
81107	Ah Kin Chei					Ah Kin Chei	nation									1200	1600
81108	Ahaggar				dbp:Hoggar_Mountains;wd:Q26399;gn:2508584;loc:sh85002520;tgn:7001248	Ahaggar	mountain range				6.5	23	POINT (6.5 23)		tgn:7001248	-200	400
81109	Ahe				dbp:Ahe;wd:Q400184;gn:4034733	Ahe	island				-146.317	-14.4833	POINT (-146.317 -14.4833)		dbp:Ahe	1500	1800
81110	Ahmad			KW		Ahmad	oil terminal									1900	2005
81111	Ahmadnagar			IN	dbp:Ahmadnagar	Ahmadnagar	nation				73.8333	32.1667	POINT (73.83329999999999 32.1667)		dbp:Ahmadnagar	1526	1707
81112	Ahmedabad			IN	dbp:Ahmedabad;wd:Q582112;tgn:7001494	Ahmedabad	inhabited places				72.616667	23.033333	POINT (72.61666700000001 23.033333)		tgn:7001494	1500	1800
81113	Ahoms				dbp:Ahom_people	Ahoms	dynasty									1206	1526
81114	Ahtena				dbp:Ahtna	Ahtena	cultural group									700	1500
81115	Ahteut			US		Ahteut	inhabited places									700	1500
81116	Ahu 'Akivi			CL		Ahu 'Akivi	archaeological site									300	1680
81117	Ahu Akahanga			CL		Ahu Akahanga	archaeological site									300	1680
81118	Ahu Ra'ai			CL		Ahu Ra'ai	archaeological site									300	1680
81119	Ahu Tongariki			CL	wd:Q3448354;dbp:Ahu_Tongariki	Ahu Tongariki	archaeological site				-109.277	-27.1258	POINT (-109.277 -27.1258)		dbp:Ahu_Tongariki	300	1680
81120	Ahu Vinapu			CL	dbp:Ahu_Vinapu;wd:Q2011761	Ahu Vinapu	archaeological site				-109.406	-27.1764	POINT (-109.406 -27.1764)		dbp:Ahu_Vinapu	300	1680
81121	Ahuehuetlan			MX		Ahuehuetlan	inhabited places									1200	1600
81122	Ahuilizapan			MX		Ahuilizapan	inhabited places									1519	1521
81123	Aichi			JP	wd:Q80434;viaf:254102264;tgn:7016579;gn:1865694;loc:n79054556;dbp:Aichi_Prefecture	Aichi	prefecture				137.21024	35.036871	POINT (137.21024 35.036871)		tgn:7016579	1868	1918
81124	Aigues-Mortes			FR	wd:Q193809;viaf:134803243;gn:3038493;loc:n83014894;dbp:Aigues-Mortes;tgn:7008369	Aigues-Mortes	inhabited places				4.195468	43.569521	POINT (4.195468 43.569521)		tgn:7008369	1096	1270
81125	Aihun			CN	dbp:Aigun;wd:Q404795	Aihun	inhabited places				127.466667	50.266667	POINT (127.466667 50.266667)		wd:Q404795	1840	1910
81126	Aikudi			IN		Aikudi	inhabited places									300	550
81127	Aila			IL	wd:Q134762;gn:295277;loc:n82053121;dbp:Eilat	Aila;Eilat;Elat	inhabited places				34.95	29.55	POINT (34.95 29.55)		wd:Q134762	600	1000
81128	Ailah			IL	dbp:Aqaba	Ailah	inhabited places				35	29.5167	POINT (35 29.5167)		dbp:Aqaba	1099	1229
81129	Ain Jalut			IL	dbp:Battle_of_Ain_Jalut	Ain Jalut	inhabited places									1250	1300
81130	Air				dbp:Atmosphere_of_Earth;tgn:7016580	Air	nation				8.5	18	POINT (8.5 18)		tgn:7016580	1500	1800
81131	Airgialia					Airgialia	nation									1200	1400
81132	Ais					Ais	cultural group									1492	1600
81133	Aisne			FR	dbp:Aisne;wd:Q41962;viaf:125201324;loc:sh92003687;tgn:7012223	Aisne	river				2.846884	49.434128	POINT (2.846884 49.434128)		tgn:7012223	1914	1917
81134	Aix-en-Provence			FR	wd:Q47465;viaf:312740180;tgn:7010786;gn:6452134;loc:n79091185;dbp:Aix-en-Provence	Aix-en-Provence	inhabited places				5.448791	43.528695	POINT (5.448791 43.528695)		tgn:7010786	1648	1715
81135	Aizawl			IN	dbp:Aizawl;tgn:1074323	Aizawl	inhabited places				92.714596	23.736701	POINT (92.714596 23.736701)		tgn:1074323	1947	2000
81136	Aizu			JP	wd:Q237699;viaf:148932493;gn:6822148;loc:n81061554;dbp:Aizu;tgn:7004467	Aizu	inhabited places				139.9667	37.5	POINT (139.9667 37.5)		tgn:7004467	1467	1598
81137	Ajanta			IN	tgn:7001495	Ajanta	religious center;inhabited places				75.75	20.533333	POINT (75.75 20.533333)		tgn:7001495	-1550	-200
81138	Ajayameru			IN	dbp:Ajayameru;tgn:7001496	Ajayameru	inhabited places				74.64116	26.449759	POINT (74.64116 26.449759)		tgn:7001496	550	1206
81139	Ajdabiya			LY	dbp:Ajdabiya;wd:Q202991;gn:89113	Ajdabiya	inhabited places				20.2253	30.7556	POINT (20.2253 30.7556)		dbp:Ajdabiya	600	800
81140	Ajman			AE	wd:Q530171;gn:292932;loc:n80082068;dbp:Ajman;tgn:7002914	Ajman	inhabited places				55.479722222	25.399444444	POINT (55.479722222 25.399444444)		wd:Q530171	-3000	-2000
81141	Ajmer			IN	wd:Q200049;viaf:159581300;gn:1279159;loc:n91054823;dbp:Ajmer;tgn:7001496	Ajmer	inhabited places				74.64116	26.449759	POINT (74.64116 26.449759)		tgn:7001496	1500	1800
81142	Ajmer				dbp:Ajmer	Ajmer	nation				74.6399	26.4499	POINT (74.6399 26.4499)		dbp:Ajmer	1757	1914
81143	Ajnadain			IL		Ajnadain	inhabited places;inhabited places									622	627
81144	Ak Koyunlu				dbp:Ağ_Qoyunlu	Ak Koyunlu	nation									500	1500
81145	Akan States					Akan States	nation									500	1500
81146	Akaroa			NZ	wd:Q416098;viaf:242236427;gn:2194064;dbp:Akaroa;tgn:7001856	Akaroa	inhabited places				172.9833	-43.8333	POINT (172.9833 -43.8333)		tgn:7001856	1830	1875
81147	Akbarpur			IN	wd:Q583899;gn:1279135	Akbarpur	inhabited places				79.951	26.379	POINT (79.95099999999999 26.379)		wd:Q583899	1500	1800
81148	Akhaura			BD		Akhaura	inhabited places									1971	1971
81149	Akhenaten			EG		Akhenaten	inhabited places									-1550	-1070
81150	Akhetaten			EG	wd:Q5736;viaf:235451847;gn:347585;dbp:Amarna;tgn:7001195	Akhetaten	inhabited places				30.906648	27.659921	POINT (30.906648 27.659921)		tgn:7001195	-1550	-1070
81151	Akhmim			EG	dbp:Akhmim;wd:Q31865526;gn:361661;loc:n85100340;tgn:7001190	Akhmim	inhabited places				31.74503	26.562171	POINT (31.74503 26.562171)		tgn:7001190	-1550	-1070
81152	Akira			KE		Akira	prehistoric site									-10000	-500
81153	Akita			JP	wd:Q81863;viaf:137212840;tgn:7000272;gn:2113124;loc:n81018706	Akita	prefecture				140.1025	39.718611111	POINT (140.1025 39.718611111)		wd:Q81863	1868	1918
81154	Akjoujt			MR	wd:Q419544;gn:2381690;dbp:Akjoujt;tgn:7025566	Akjoujt	inhabited places				-14.416389	19.696944	POINT (-14.416389 19.696944)		tgn:7025566	-10000	-500
81155	Akkad			IQ	wd:Q150996;viaf:235888301	Akkad	inhabited places				44.1	33.1	POINT (44.1 33.1)		wd:Q150996	-2500	-1250
81156	Akkad					Akkad	nation									-2300	-1750
81157	Akkerman			UA	wd:Q672990;gn:712160;loc:n87880487;dbp:Bilhorod-Dnistrovskyi;tgn:7011550	Akkerman	inhabited places				30.333333333	46.183333333	POINT (30.333333333 46.183333333)		wd:Q672990	1453	1571
81158	Akmola			KZ	wd:Q1520;viaf:124517895;gn:1526273;loc:n98095393;dbp:Astana;tgn:7012921	Akmola	inhabited places				71.5	51.1667	POINT (71.5 51.1667)		tgn:7012921	1985	2005
81159	Akmolinsk				dbp:Astana	Akmolinsk	region				71.4333	51.1667	POINT (71.4333 51.1667)		dbp:Astana	1600	1914
81160	Akron			US	wd:Q163132;viaf:247585867;gn:5145476;loc:n79144971;dbp:Akron,_Ohio	Akron	inhabited places				-81.5178	41.0731	POINT (-81.51779999999999 41.0731)		dbp:Akron,_Ohio	1914	1941
